gutenberg_id,text
41445,"whose effusions entranced my soul, and lifted it to heaven. I also"
41445,"became a poet, and for one year lived in a Paradise of my own creation;"
41445,I imagined that I also might obtain a niche in the temple where the
41445,names of Homer and Shakespeare are consecrated. You are well acquainted
41445,"with my failure, and how heavily I bore the disappointment. But just at"
41445,"that time I inherited the fortune of my cousin, and my thoughts were"
41445,turned into the channel of their earlier bent.
41445,
41445,"Six years have passed since I resolved on my present undertaking. I can,"
41445,"even now, remember the hour from which I dedicated myself to this great"
41445,enterprise. I commenced by inuring my body to hardship. I accompanied
41445,the whale-fishers on several expeditions to the North Sea; I voluntarily
41445,"endured cold, famine, thirst, and want of sleep; I often worked harder"
41445,"than the common sailors during the day, and devoted my nights to the"
41445,"study of mathematics, the theory of medicine, and those branches of"
41445,physical science from which a naval adventurer might derive the greatest
41445,practical advantage. Twice I actually hired myself as an under-mate in
41445,"a Greenland whaler, and acquitted myself to admiration. I must own I"
41445,"felt a little proud, when my captain offered me the second dignity in"
41445,"the vessel, and entreated me to remain with the greatest earnestness; so"
41445,valuable did he consider my services.
41445,
41445,"And now, dear Margaret, do I not deserve to accomplish some great"
41445,purpose. My life might have been passed in ease and luxury; but I
41445,"preferred glory to every enticement that wealth placed in my path. Oh,"
41445,that some encouraging voice would answer in the affirmative! My courage
41445,"and my resolution is firm; but my hopes fluctuate, and my spirits are"
41445,often depressed. I am about to proceed on a long and difficult voyage;
41445,the emergencies of which will demand all my fortitude: I am required not
41445,"only to raise the spirits of others, but sometimes to sustain my own,"
41445,when their’s are failing.
41445,
41445,This is the most favourable period for travelling in Russia. They fly
41445,"quickly over the snow in their sledges; the motion is pleasant, and, in"
41445,"my opinion, far more agreeable than that of an English stage-coach. The"
41445,"cold is not excessive, if you are wrapt in furs, a dress which I have"
41445,already adopted; for there is a great difference between walking the
41445,"deck and remaining seated motionless for hours, when no exercise"
41445,prevents the blood from actually freezing in your veins. I have no
41445,ambition to lose my life on the post-road between St. Petersburgh and
41445,Archangel.
41445,
41445,I shall depart for the latter town in a fortnight or three weeks; and my
41445,"intention is to hire a ship there, which can easily be done by paying"
41445,"the insurance for the owner, and to engage as many sailors as I think"
41445,necessary among those who are accustomed to the whale-fishing. I do not
41445,"intend to sail until the month of June: and when shall I return? Ah,"
41445,"dear sister, how can I answer this question? If I succeed, many, many"
41445,"months, perhaps years, will pass before you and I may meet. If I fail,"
41445,"you will see me again soon, or never."
41445,
41445,"Farewell, my dear, excellent, Margaret. Heaven shower down blessings on"
41445,"you, and save me, that I may again and again testify my gratitude for"
41445,all your love and kindness.
41445,
41445,"Your affectionate brother,"
41445,
41445,R. WALTON.
41445,
41445,
41445,
41445,
41445,LETTER II.
41445,
41445,
41445,"_To Mrs._ SAVILLE, _England_."
41445,
41445,"Archangel, 28th March, 17—."
41445,
41445,"How slowly the time passes here, encompassed as I am by frost and snow;"
41445,"yet a second step is taken towards my enterprise. I have hired a vessel,"
41445,and am occupied in collecting my sailors; those whom I have already
41445,"engaged appear to be men on whom I can depend, and are certainly"
41445,possessed of dauntless courage.
41445,
41445,But I have one want which I have never yet been able to satisfy; and the
41445,absence of the object of which I now feel as a most severe evil. I have
41445,"no friend, Margaret: when I am glowing with the enthusiasm of success,"
41445,there will be none to participate my joy; if I am assailed by
41445,"disappointment, no one will endeavour to sustain me in dejection. I"
41445,"shall commit my thoughts to paper, it is true; but that is a poor medium"
41445,for the communication of feeling. I desire the company of a man who
41445,could sympathize with me; whose eyes would reply to mine. You may deem
41445,"me romantic, my dear sister, but I bitterly feel the want of a friend. I"
41445,"have no one near me, gentle yet courageous, possessed of a cultivated as"
41445,"well as of a capacious mind, whose tastes are like my own, to approve"
41445,or amend my plans. How would such a friend repair the faults of your
41445,"poor brother! I am too ardent in execution, and too impatient of"
41445,difficulties. But it is a still greater evil to me that I am
41445,self-educated: for the first fourteen years of my life I ran wild on a
41445,"common, and read nothing but our uncle Thomas’s books of voyages. At"
41445,that age I became acquainted with the celebrated poets of our own
41445,country; but it was only when it had ceased to be in my power to derive
41445,"its most important benefits from such a conviction, that I perceived the"
41445,necessity of becoming acquainted with more languages than that of my
41445,"native country. Now I am twenty-eight, and am in reality more illiterate"
41445,"than many school-boys of fifteen. It is true that I have thought more,"
41445,and that my day dreams are more extended and magnificent; but they want
41445,(as the painters call it) _keeping_; and I greatly need a friend who
41445,"would have sense enough not to despise me as romantic, and affection"
41445,enough for me to endeavour to regulate my mind.
41445,
41445,"Well, these are useless complaints; I shall certainly find no friend on"
41445,"the wide ocean, nor even here in Archangel, among merchants and seamen."
41445,"Yet some feelings, unallied to the dross of human nature, beat even in"
41445,"these rugged bosoms. My lieutenant, for instance, is a man of wonderful"
41445,courage and enterprise; he is madly desirous of glory. He is an
41445,"Englishman, and in the midst of national and professional prejudices,"
41445,"unsoftened by cultivation, retains some of the noblest endowments of"
41445,humanity. I first became acquainted with him on board a whale vessel:
41445,"finding that he was unemployed in this city, I easily engaged him to"
41445,assist in my enterprise.
41445,
41445,"The master is a person of an excellent disposition, and is remarkable in"
41445,"the ship for his gentleness, and the mildness of his discipline. He is,"
41445,"indeed, of so amiable a nature, that he will not hunt (a favourite, and"
41445,"almost the only amusement here), because he cannot endure to spill"
41445,"blood. He is, moreover, heroically generous. Some years ago he loved a"
41445,"young Russian lady, of moderate fortune; and having amassed a"
41445,"considerable sum in prize-money, the father of the girl consented to the"
41445,match. He saw his mistress once before the destined ceremony; but she
41445,"was bathed in tears, and, throwing herself at his feet, entreated him to"
41445,"spare her, confessing at the same time that she loved another, but that"
41445,"he was poor, and that her father would never consent to the union. My"
41445,"generous friend reassured the suppliant, and on being informed of the"
41445,name of her lover instantly abandoned his pursuit. He had already bought
41445,"a farm with his money, on which he had designed to pass the remainder of"
41445,"his life; but he bestowed the whole on his rival, together with the"
41445,"remains of his prize-money to purchase stock, and then himself solicited"
41445,the young woman’s father to consent to her marriage with her lover. But
41445,"the old man decidedly refused, thinking himself bound in honour to my"
41445,"friend; who, when he found the father inexorable, quitted his country,"
41445,nor returned until he heard that his former mistress was married
41445,according to her inclinations. “What a noble fellow!” you will exclaim.
41445,"He is so; but then he has passed all his life on board a vessel, and has"
41445,scarcely an idea beyond the rope and the shroud.
41445,
41445,"But do not suppose that, because I complain a little, or because I can"
41445,"conceive a consolation for my toils which I may never know, that I am"
41445,wavering in my resolutions. Those are as fixed as fate; and my voyage is
41445,only now delayed until the weather shall permit my embarkation. The
41445,"winter has been dreadfully severe; but the spring promises well, and it"
41445,"is considered as a remarkably early season; so that, perhaps, I may sail"
41445,sooner than I expected. I shall do nothing rashly; you know me
41445,sufficiently to confide in my prudence and considerateness whenever the
41445,safety of others is committed to my care.
41445,
41445,I cannot describe to you my sensations on the near prospect of my
41445,undertaking. It is impossible to communicate to you a conception of the
41445,"trembling sensation, half pleasurable and half fearful, with which I am"
41445,"preparing to depart. I am going to unexplored regions, to “the land of"
41445,"mist and snow;” but I shall kill no albatross, therefore do not be"
41445,alarmed for my safety.
41445,
41445,"Shall I meet you again, after having traversed immense seas, and"
41445,returned by the most southern cape of Africa or America? I dare not
41445,"expect such success, yet I cannot bear to look on the reverse of the"
41445,picture. Continue to write to me by every opportunity: I may receive
41445,your letters (though the chance is very doubtful) on some occasions when
41445,I need them most to support my spirits. I love you very tenderly.
41445,"Remember me with affection, should you never hear from me again."
41445,
41445,"Your affectionate brother,"
41445,
41445,ROBERT WALTON.
41445,
41445,
41445,
41445,
41445,LETTER III.
41445,
41445,
41445,"_To Mrs._ SAVILLE, _England_."
41445,
41445,"July 7th, 17—."
41445,
41445,"MY DEAR SISTER,"
41445,
41445,"I write a few lines in haste, to say that I am safe, and well advanced"
41445,on my voyage. This letter will reach England by a merchant-man now on
41445,"its homeward voyage from Archangel; more fortunate than I, who may not"
41445,"see my native land, perhaps, for many years. I am, however, in good"
41445,"spirits: my men are bold, and apparently firm of purpose; nor do the"
41445,"floating sheets of ice that continually pass us, indicating the dangers"
41445,"of the region towards which we are advancing, appear to dismay them. We"
41445,have already reached a very high latitude; but it is the height of
41445,"summer, and although not so warm as in England, the southern gales,"
41445,which blow us speedily towards those shores which I so ardently desire
41445,"to attain, breathe a degree of renovating warmth which I had not"
41445,expected.
41445,
41445,"No incidents have hitherto befallen us, that would make a figure in a"
41445,"letter. One or two stiff gales, and the breaking of a mast, are"
41445,accidents which experienced navigators scarcely remember to record; and
41445,"I shall be well content, if nothing worse happen to us during our"
41445,voyage.
41445,
41445,"Adieu, my dear Margaret. Be assured, that for my own sake, as well as"
41445,"your’s, I will not rashly encounter danger. I will be cool, persevering,"
41445,and prudent.
41445,
41445,Remember me to all my English friends.
41445,
41445,"Most affectionately yours,"
41445,
41445,R. W.
41445,
41445,
41445,
41445,
41445,LETTER IV.
41445,
41445,
41445,"_To Mrs._ SAVILLE, _England_."
41445,
41445,"August 5th, 17—."
41445,
41445,"So strange an accident has happened to us, that I cannot forbear"
41445,"recording it, although it is very probable that you will see me before"
41445,these papers can come into your possession.
41445,
41445,"Last Monday (July 31st), we were nearly surrounded by ice, which closed"
41445,"in the ship on all sides, scarcely leaving her the sea room in which she"
41445,"floated. Our situation was somewhat dangerous, especially as we were"
41445,"compassed round by a very thick fog. We accordingly lay to, hoping that"
41445,some change would take place in the atmosphere and weather.
41445,
41445,"About two o’clock the mist cleared away, and we beheld, stretched out in"
41445,"every direction, vast and irregular plains of ice, which seemed to have"
41445,"no end. Some of my comrades groaned, and my own mind began to grow"
41445,"watchful with anxious thoughts, when a strange sight suddenly attracted"
41445,"our attention, and diverted our solicitude from our own situation. We"
41445,"perceived a low carriage, fixed on a sledge and drawn by dogs, pass on"
41445,"towards the north, at the distance of half a mile: a being which had the"
41445,"shape of a man, but apparently of gigantic stature, sat in the sledge,"
41445,and guided the dogs. We watched the rapid progress of the traveller
41445,"with our telescopes, until he was lost among the distant inequalities of"
41445,the ice.
41445,
41445,"This appearance excited our unqualified wonder. We were, as we believed,"
41445,many hundred miles from any land; but this apparition seemed to denote
41445,"that it was not, in reality, so distant as we had supposed. Shut in,"
41445,"however, by ice, it was impossible to follow his track, which we had"
41445,observed with the greatest attention.
41445,
41445,"About two hours after this occurrence, we heard the ground sea; and"
41445,"before night the ice broke, and freed our ship. We, however, lay to"
41445,"until the morning, fearing to encounter in the dark those large loose"
41445,masses which float about after the breaking up of the ice. I profited of
41445,this time to rest for a few hours.
41445,
41445,"In the morning, however, as soon as it was light, I went upon deck, and"
41445,"found all the sailors busy on one side of the vessel, apparently talking"
41445,"to some one in the sea. It was, in fact, a sledge, like that we had seen"
41445,"before, which had drifted towards us in the night, on a large fragment"
41445,of ice. Only one dog remained alive; but there was a human being within
41445,"it, whom the sailors were persuading to enter the vessel. He was not, as"
41445,"the other traveller seemed to be, a savage inhabitant of some"
41445,"undiscovered island, but an European. When I appeared on deck, the"
41445,"master said, “Here is our captain, and he will not allow you to perish"
41445,on the open sea.”
41445,
41445,"On perceiving me, the stranger addressed me in English, although with a"
41445,"foreign accent. “Before I come on board your vessel,” said he, “will you"
41445,have the kindness to inform me whither you are bound?”
41445,
41445,You may conceive my astonishment on hearing such a question addressed to
41445,"me from a man on the brink of destruction, and to whom I should have"
41445,supposed that my vessel would have been a resource which he would not
41445,have exchanged for the most precious wealth the earth can afford. I
41445,"replied, however, that we were on a voyage of discovery towards the"
41445,northern pole.
41445,
41445,"Upon hearing this he appeared satisfied, and consented to come on board."
41445,"Good God! Margaret, if you had seen the man who thus capitulated for his"
41445,"safety, your surprise would have been boundless. His limbs were nearly"
41445,"frozen, and his body dreadfully emaciated by fatigue and suffering. I"
41445,never saw a man in so wretched a condition. We attempted to carry him
41445,"into the cabin; but as soon as he had quitted the fresh air, he fainted."
41445,"We accordingly brought him back to the deck, and restored him to"
41445,"animation by rubbing him with brandy, and forcing him to swallow a small"
41445,"quantity. As soon as he shewed signs of life, we wrapped him up in"
41445,"blankets, and placed him near the chimney of the kitchen-stove. By slow"
41445,"degrees he recovered, and ate a little soup, which restored him"
41445,wonderfully.
41445,
41445,Two days passed in this manner before he was able to speak; and I often
41445,feared that his sufferings had deprived him of understanding. When he
41445,"had in some measure recovered, I removed him to my own cabin, and"
41445,attended on him as much as my duty would permit. I never saw a more
41445,"interesting creature: his eyes have generally an expression of wildness,"
41445,"and even madness; but there are moments when, if any one performs an act"
41445,"of kindness towards him, or does him any the most trifling service, his"
41445,"whole countenance is lighted up, as it were, with a beam of benevolence"
41445,and sweetness that I never saw equalled. But he is generally melancholy
41445,"and despairing; and sometimes he gnashes his teeth, as if impatient of"
41445,the weight of woes that oppresses him.
41445,
41445,"When my guest was a little recovered, I had great trouble to keep off"
41445,"the men, who wished to ask him a thousand questions; but I would not"
41445,"allow him to be tormented by their idle curiosity, in a state of body"
41445,"and mind whose restoration evidently depended upon entire repose. Once,"
41445,"however, the lieutenant asked, Why he had come so far upon the ice in so"
41445,strange a vehicle?
41445,
41445,His countenance instantly assumed an aspect of the deepest gloom; and he
41445,"replied, “To seek one who fled from me.”"
41445,
41445,“And did the man whom you pursued travel in the same fashion?”
41445,
41445,“Yes.”
41445,
41445,"“Then I fancy we have seen him; for, the day before we picked you up, we"
41445,"saw some dogs drawing a sledge, with a man in it, across the ice.”"
41445,
41445,This aroused the stranger’s attention; and he asked a multitude of
41445,"questions concerning the route which the dæmon, as he called him, had"
41445,"pursued. Soon after, when he was alone with me, he said, “I have,"
41445,"doubtless, excited your curiosity, as well as that of these good people;"
41445,but you are too considerate to make inquiries.”
41445,
41445,“Certainly; it would indeed be very impertinent and inhuman in me to
41445,trouble you with any inquisitiveness of mine.”
41445,
41445,“And yet you rescued me from a strange and perilous situation; you have
41445,benevolently restored me to life.”
41445,
41445,"Soon after this he inquired, if I thought that the breaking up of the"
41445,"ice had destroyed the other sledge? I replied, that I could not answer"
41445,with any degree of certainty; for the ice had not broken until near
41445,"midnight, and the traveller might have arrived at a place of safety"
41445,before that time; but of this I could not judge.
41445,
41445,"From this time the stranger seemed very eager to be upon deck, to watch"
41445,for the sledge which had before appeared; but I have persuaded him to
41445,"remain in the cabin, for he is far too weak to sustain the rawness of"
41445,"the atmosphere. But I have promised that some one should watch for him,"
41445,and give him instant notice if any new object should appear in sight.
41445,
41445,Such is my journal of what relates to this strange occurrence up to the
41445,"present day. The stranger has gradually improved in health, but is very"
41445,"silent, and appears uneasy when any one except myself enters his cabin."
41445,"Yet his manners are so conciliating and gentle, that the sailors are all"
41445,"interested in him, although they have had very little communication with"
41445,"him. For my own part, I begin to love him as a brother; and his constant"
41445,and deep grief fills me with sympathy and compassion. He must have been
41445,"a noble creature in his better days, being even now in wreck so"
41445,attractive and amiable.
41445,
41445,"I said in one of my letters, my dear Margaret, that I should find no"
41445,"friend on the wide ocean; yet I have found a man who, before his spirit"
41445,"had been broken by misery, I should have been happy to have possessed as"
41445,the brother of my heart.
41445,
41445,"I shall continue my journal concerning the stranger at intervals, should"
41445,I have any fresh incidents to record.
41445,
41445,       *       *       *       *       *
41445,
41445,"August 13th, 17—."
41445,
41445,My affection for my guest increases every day. He excites at once my
41445,admiration and my pity to an astonishing degree. How can I see so noble
41445,a creature destroyed by misery without feeling the most poignant grief?
41445,"He is so gentle, yet so wise; his mind is so cultivated; and when he"
41445,"speaks, although his words are culled with the choicest art, yet they"
41445,flow with rapidity and unparalleled eloquence.
41445,
41445,"He is now much recovered from his illness, and is continually on the"
41445,"deck, apparently watching for the sledge that preceded his own. Yet,"
41445,"although unhappy, he is not so utterly occupied by his own misery, but"
41445,that he interests himself deeply in the employments of others. He has
41445,asked me many questions concerning my design; and I have related my
41445,"little history frankly to him. He appeared pleased with the confidence,"
41445,"and suggested several alterations in my plan, which I shall find"
41445,exceedingly useful. There is no pedantry in his manner; but all he does
41445,appears to spring solely from the interest he instinctively takes in the
41445,"welfare of those who surround him. He is often overcome by gloom, and"
41445,"then he sits by himself, and tries to overcome all that is sullen or"
41445,unsocial in his humour. These paroxysms pass from him like a cloud from
41445,"before the sun, though his dejection never leaves him. I have"
41445,endeavoured to win his confidence; and I trust that I have succeeded.
41445,One day I mentioned to him the desire I had always felt of finding a
41445,"friend who might sympathize with me, and direct me by his counsel. I"
41445,"said, I did not belong to that class of men who are offended by advice."
41445,"“I am self-educated, and perhaps I hardly rely sufficiently upon my own"
41445,powers. I wish therefore that my companion should be wiser and more
41445,"experienced than myself, to confirm and support me; nor have I believed"
41445,it impossible to find a true friend.”
41445,
41445,"“I agree with you,” replied the stranger, “in believing that friendship"
41445,"is not only a desirable, but a possible acquisition. I once had a"
41445,"friend, the most noble of human creatures, and am entitled, therefore,"
41445,"to judge respecting friendship. You have hope, and the world before you,"
41445,"and have no cause for despair. But I——I have lost every thing, and"
41445,cannot begin life anew.”
41445,
41445,"As he said this, his countenance became expressive of a calm settled"
41445,"grief, that touched me to the heart. But he was silent, and presently"
41445,retired to his cabin.
41445,
41445,"Even broken in spirit as he is, no one can feel more deeply than he does"
41445,"the beauties of nature. The starry sky, the sea, and every sight"
41445,"afforded by these wonderful regions, seems still to have the power of"
41445,elevating his soul from earth. Such a man has a double existence: he may
41445,"suffer misery, and be overwhelmed by disappointments; yet when he has"
41445,"retired into himself, he will be like a celestial spirit, that has a"
41445,"halo around him, within whose circle no grief or folly ventures."
41445,
41445,Will you laugh at the enthusiasm I express concerning this divine
41445,"wanderer? If you do, you must have certainly lost that simplicity which"
41445,"was once your characteristic charm. Yet, if you will, smile at the"
41445,"warmth of my expressions, while I find every day new causes for"
41445,repeating them.
41445,
41445,       *       *       *       *       *
41445,
41445,"August 19th, 17—."
41445,
41445,"Yesterday the stranger said to me, “You may easily perceive, Captain"
41445,"Walton, that I have suffered great and unparalleled misfortunes. I had"
41445,"determined, once, that the memory of these evils should die with me; but"
41445,you have won me to alter my determination. You seek for knowledge and
41445,"wisdom, as I once did; and I ardently hope that the gratification of"
41445,"your wishes may not be a serpent to sting you, as mine has been. I do"
41445,"not know that the relation of my misfortunes will be useful to you, yet,"
41445,"if you are inclined, listen to my tale. I believe that the strange"
41445,"incidents connected with it will afford a view of nature, which may"
41445,enlarge your faculties and understanding. You will hear of powers and
41445,"occurrences, such as you have been accustomed to believe impossible: but"
41445,I do not doubt that my tale conveys in its series internal evidence of
41445,the truth of the events of which it is composed.”
41445,
41445,You may easily conceive that I was much gratified by the offered
41445,communication; yet I could not endure that he should renew his grief by
41445,a recital of his misfortunes. I felt the greatest eagerness to hear the
41445,"promised narrative, partly from curiosity, and partly from a strong"
41445,"desire to ameliorate his fate, if it were in my power. I expressed these"
41445,feelings in my answer.
41445,
41445,"“I thank you,” he replied, “for your sympathy, but it is useless; my"
41445,"fate is nearly fulfilled. I wait but for one event, and then I shall"
41445,"repose in peace. I understand your feeling,” continued he, perceiving"
41445,"that I wished to interrupt him; “but you are mistaken, my friend, if"
41445,thus you will allow me to name you; nothing can alter my destiny: listen
41445,"to my history, and you will perceive how irrevocably it is determined.”"
41445,
41445,"He then told me, that he would commence his narrative the next day when"
41445,I should be at leisure. This promise drew from me the warmest thanks. I
41445,"have resolved every night, when I am not engaged, to record, as nearly"
41445,"as possible in his own words, what he has related during the day. If I"
41445,"should be engaged, I will at least make notes. This manuscript will"
41445,"doubtless afford you the greatest pleasure: but to me, who know him, and"
41445,"who hear it from his own lips, with what interest and sympathy shall I"
41445,read it in some future day!
41445,
41445,
41445,
41445,
41445,FRANKENSTEIN;
41445,
41445,"OR,"
41445,
41445,THE MODERN PROMETHEUS.
41445,
41445,
41445,
41445,
41445,CHAPTER I.
41445,
41445,
41445,I am by birth a Genevese; and my family is one of the most distinguished
41445,of that republic. My ancestors had been for many years counsellors and
41445,syndics; and my father had filled several public situations with honour
41445,and reputation. He was respected by all who knew him for his integrity
41445,and indefatigable attention to public business. He passed his younger
41445,days perpetually occupied by the affairs of his country; and it was not
41445,"until the decline of life that he thought of marrying, and bestowing on"
41445,the state sons who might carry his virtues and his name down to
41445,posterity.
41445,
41445,"As the circumstances of his marriage illustrate his character, I cannot"
41445,refrain from relating them. One of his most intimate friends was a
41445,"merchant, who, from a flourishing state, fell, through numerous"
41445,"mischances, into poverty. This man, whose name was Beaufort, was of a"
41445,"proud and unbending disposition, and could not bear to live in poverty"
41445,and oblivion in the same country where he had formerly been
41445,"distinguished for his rank and magnificence. Having paid his debts,"
41445,"therefore, in the most honourable manner, he retreated with his daughter"
41445,"to the town of Lucerne, where he lived unknown and in wretchedness. My"
41445,"father loved Beaufort with the truest friendship, and was deeply grieved"
41445,by his retreat in these unfortunate circumstances. He grieved also for
41445,"the loss of his society, and resolved to seek him out and endeavour to"
41445,persuade him to begin the world again through his credit and assistance.
41445,
41445,Beaufort had taken effectual measures to conceal himself; and it was ten
41445,months before my father discovered his abode. Overjoyed at this
41445,"discovery, he hastened to the house, which was situated in a mean"
41445,"street, near the Reuss. But when he entered, misery and despair alone"
41445,welcomed him. Beaufort had saved but a very small sum of money from the
41445,wreck of his fortunes; but it was sufficient to provide him with
41445,"sustenance for some months, and in the mean time he hoped to procure"
41445,some respectable employment in a merchant’s house. The interval was
